	OMIM_Num	diseaseName	HPO_ID	HPO_Name
973	300232	Spondyloepimetaphyseal dysplasia, X-linked, with mental deterioration	HP:0000272	Malar flattening
970	300232	Spondyloepimetaphyseal dysplasia, X-linked, with mental deterioration	HP:0000218	High palate
1000	300232	Spondyloepimetaphyseal dysplasia, X-linked, with mental deterioration	HP:0001769	Broad foot
1001	300232	Spondyloepimetaphyseal dysplasia, X-linked, with mental deterioration	HP:0002079	Hypoplasia of the corpus callosum
865	300232	Spondyloepimetaphyseal dysplasia, X-linked, with mental deterioration	HP:0005280	Depressed nasal bridge
1020	300232	Spondyloepimetaphyseal dysplasia, X-linked, with mental deterioration	HP:0002188	Delayed CNS myelination
1065	300523	Allan-Herndon-Dudley syndrome	HP:0001822	Hallux valgus
569	300523	Allan-Herndon-Dudley syndrome	HP:0000252	Microcephaly
356	300523	Allan-Herndon-Dudley syndrome	HP:0001260	Dysarthria
1060	300523	Allan-Herndon-Dudley syndrome	HP:0001583	Rotary nystagmus
280	300523	Allan-Herndon-Dudley syndrome	HP:0000400	Macrotia
1063	300523	Allan-Herndon-Dudley syndrome	HP:0001763	Pes planus
1021	300523	Allan-Herndon-Dudley syndrome	HP:0002188	Delayed CNS myelination
552	300523	Allan-Herndon-Dudley syndrome	HP:0002510	Spastic tetraplegia
1057	300523	Allan-Herndon-Dudley syndrome	HP:0001258	Spastic paraplegia
1069	300523	Allan-Herndon-Dudley syndrome	HP:0002307	Drooling
105	300523	Allan-Herndon-Dudley syndrome	HP:0001347	Hyperreflexia
1072	300523	Allan-Herndon-Dudley syndrome	HP:0002540	Inability to walk
1077	300523	Allan-Herndon-Dudley syndrome	HP:0002650	Scoliosis
1083	300523	Allan-Herndon-Dudley syndrome	HP:0002925	Elevated circulating thyroid-stimulating hormone concentration
1084	300523	Allan-Herndon-Dudley syndrome	HP:0003700	Generalized amyotrophy
1085	300523	Allan-Herndon-Dudley syndrome	HP:0008583	Underfolded superior helices
1086	300523	Allan-Herndon-Dudley syndrome	HP:0100015	Stahl ear
134	300523	Allan-Herndon-Dudley syndrome	HP:0002415	Leukodystrophy
1066	300523	Allan-Herndon-Dudley syndrome	HP:0002305	Athetosis
1056	300523	Allan-Herndon-Dudley syndrome	HP:0000821	Hypothyroidism
1051	300523	Allan-Herndon-Dudley syndrome	HP:0000341	Narrow forehead
1054	300523	Allan-Herndon-Dudley syndrome	HP:0000549	Abnormal conjugate eye movement
869	300523	Allan-Herndon-Dudley syndrome	HP:0006887	Intellectual disability, progressive
852	300523	Allan-Herndon-Dudley syndrome	HP:0001319	Neonatal hypotonia
999	300523	Allan-Herndon-Dudley syndrome	HP:0001419	X-linked recessive inheritance
873	300523	Allan-Herndon-Dudley syndrome	HP:0010864	Intellectual disability, severe
1055	300523	Allan-Herndon-Dudley syndrome	HP:0000767	Pectus excavatum
989	300523	Allan-Herndon-Dudley syndrome	HP:0001371	Flexion contracture
884	300523	Allan-Herndon-Dudley syndrome	HP:0002169	Clonus
896	300523	Allan-Herndon-Dudley syndrome	HP:0003577	Congenital onset
820	300523	Allan-Herndon-Dudley syndrome	HP:0011344	Severe global developmental delay
845	300523	Allan-Herndon-Dudley syndrome	HP:0000737	Irritability
759	300523	Allan-Herndon-Dudley syndrome	HP:0008872	Feeding difficulties in infancy
55	300523	Allan-Herndon-Dudley syndrome	HP:0001251	Ataxia
1053	300523	Allan-Herndon-Dudley syndrome	HP:0000395	Prominent antihelix
180	300523	Allan-Herndon-Dudley syndrome	HP:0003487	Babinski sign
904	601539	Peroxisome biogenesis disorder 1B	HP:0025356	Psychomotor retardation
382	601539	Peroxisome biogenesis disorder 1B	HP:0001263	Global developmental delay
1102	601539	Peroxisome biogenesis disorder 1B	HP:0003159	Hyperoxaluria
1093	601539	Peroxisome biogenesis disorder 1B	HP:0000750	Delayed speech and language development
135	601539	Peroxisome biogenesis disorder 1B	HP:0002415	Leukodystrophy
1101	601539	Peroxisome biogenesis disorder 1B	HP:0001395	Hepatic fibrosis
1091	601539	Peroxisome biogenesis disorder 1B	HP:0000444	Convex nasal ridge
1103	601539	Peroxisome biogenesis disorder 1B	HP:0010655	Epiphyseal stippling
1087	601539	Peroxisome biogenesis disorder 1B	HP:0000107	Renal cyst
431	601539	Peroxisome biogenesis disorder 1B	HP:0001290	Generalized hypotonia
853	601539	Peroxisome biogenesis disorder 1B	HP:0001319	Neonatal hypotonia
698	601539	Peroxisome biogenesis disorder 1B	HP:0002240	Hepatomegaly
1047	601539	Peroxisome biogenesis disorder 1B	HP:0011800	Midface retrusion
588	601539	Peroxisome biogenesis disorder 1B	HP:0000407	Sensorineural hearing impairment
498	601539	Peroxisome biogenesis disorder 1B	HP:0000648	Optic atrophy
839	601539	Peroxisome biogenesis disorder 1B	HP:0000510	Rod-cone dystrophy
1088	601539	Peroxisome biogenesis disorder 1B	HP:0000286	Epicanthus
837	601539	Peroxisome biogenesis disorder 1B	HP:0000431	Wide nasal bridge
1100	601539	Peroxisome biogenesis disorder 1B	HP:0001394	Cirrhosis
232	601539	Peroxisome biogenesis disorder 1B	HP:0000007	Autosomal recessive inheritance
317	601539	Peroxisome biogenesis disorder 1B	HP:0001250	Seizure
357	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0001260	Dysarthria
1002	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0002079	Hypoplasia of the corpus callosum
136	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0002415	Leukodystrophy
499	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0000648	Optic atrophy
1034	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0004322	Short stature
1070	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0002307	Drooling
1132	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0003429	CNS hypomyelination
106	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0001347	Hyperreflexia
526	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0001332	Dystonia
1107	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0000545	Myopia
1131	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0002174	Postural tremor
956	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0009830	Peripheral neuropathy
1130	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0002127	Abnormal upper motor neuron morphology
1117	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0000823	Delayed puberty
1104	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0000044	Hypogonadotropic hypogonadism
197	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0003676	Progressive
1128	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0002120	Cerebral cortical atrophy
22	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0000639	Nystagmus
627	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0001272	Cerebellar atrophy
450	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0002015	Dysphagia
233	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0000007	Autosomal recessive inheritance
75	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0001257	Spasticity
181	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0003487	Babinski sign
1118	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0001310	Dysmetria
383	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0001263	Global developmental delay
1115	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0000677	Oligodontia
1113	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/orhypogonadotropic hypogonadism	HP:0000668	Hypodontia
788	608804	Leukodystrophy, hypomyelinating, 2	HP:0002313	Spastic paraparesis
234	608804	Leukodystrophy, hypomyelinating, 2	HP:0000007	Autosomal recessive inheritance
56	608804	Leukodystrophy, hypomyelinating, 2	HP:0001251	Ataxia
1148	608804	Leukodystrophy, hypomyelinating, 2	HP:0002063	Rigidity
811	608804	Leukodystrophy, hypomyelinating, 2	HP:0008936	Axial hypotonia
1178	608804	Leukodystrophy, hypomyelinating, 2	HP:0100543	Cognitive impairment
1172	608804	Leukodystrophy, hypomyelinating, 2	HP:0006808	Cerebral hypomyelination
916	608804	Leukodystrophy, hypomyelinating, 2	HP:0001266	Choreoathetosis
358	608804	Leukodystrophy, hypomyelinating, 2	HP:0001260	Dysarthria
1170	608804	Leukodystrophy, hypomyelinating, 2	HP:0003431	Decreased motor nerve conduction velocity
926	608804	Leukodystrophy, hypomyelinating, 2	HP:0002059	Cerebral atrophy
1169	608804	Leukodystrophy, hypomyelinating, 2	HP:0003390	Sensory axonal neuropathy
1166	608804	Leukodystrophy, hypomyelinating, 2	HP:0002599	Head titubation
318	608804	Leukodystrophy, hypomyelinating, 2	HP:0001250	Seizure
1161	608804	Leukodystrophy, hypomyelinating, 2	HP:0002465	Poor speech
1158	608804	Leukodystrophy, hypomyelinating, 2	HP:0002191	Progressive spasticity
527	608804	Leukodystrophy, hypomyelinating, 2	HP:0001332	Dystonia
1151	608804	Leukodystrophy, hypomyelinating, 2	HP:0002080	Intention tremor
500	608804	Leukodystrophy, hypomyelinating, 2	HP:0000648	Optic atrophy
1176	608804	Leukodystrophy, hypomyelinating, 2	HP:0007220	Demyelinating motor neuropathy
1141	608804	Leukodystrophy, hypomyelinating, 2	HP:0001270	Motor delay
732	608804	Leukodystrophy, hypomyelinating, 2	HP:0003593	Infantile onset
1177	608804	Leukodystrophy, hypomyelinating, 2	HP:0010628	Facial palsy
137	608804	Leukodystrophy, hypomyelinating, 2	HP:0002415	Leukodystrophy
384	608804	Leukodystrophy, hypomyelinating, 2	HP:0001263	Global developmental delay
182	608804	Leukodystrophy, hypomyelinating, 2	HP:0003487	Babinski sign
1108	608804	Leukodystrophy, hypomyelinating, 2	HP:0000545	Myopia
1061	608804	Leukodystrophy, hypomyelinating, 2	HP:0001583	Rotary nystagmus
1206	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0002460	Distal muscle weakness
1220	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0011284	Short-segment aganglionic megacolon
1185	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0000458	Anosmia
1109	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0000545	Myopia
1189	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0000522	Alacrima
1221	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0011285	Long-segment aganglionic megacolon
1222	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0011382	Hypoplasia of the semicircular canal
319	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001250	Seizure
1190	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0000966	Hypohidrosis
1191	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001053	Hypopigmented skin patches
1192	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001100	Heterochromia iridis
2	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0000006	Autosomal dominant inheritance
494	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0011096	Peripheral demyelination
1223	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0011461	Fetal onset
659	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001510	Growth delay
1183	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0000028	Cryptorchidism
1218	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0007182	Peripheral hypomyelination
412	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001265	Hyporeflexia
351	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001252	Hypotonia
308	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0000762	Decreased nerve conduction velocity
589	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0000407	Sensorineural hearing impairment
385	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001263	Global developmental delay
290	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001249	Intellectual disability
76	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001257	Spasticity
624	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001259	Coma
923	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001284	Areflexia
1211	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0003693	Distal amyotrophy
1209	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0003623	Neonatal onset
1212	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0004336	Myelin outfoldings
1213	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0004463	Absent brainstem auditory responses
927	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0002059	Cerebral atrophy
553	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0002510	Spastic tetraplegia
1214	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0006978	Dysmyelinating leukodystrophy
854	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001319	Neonatal hypotonia
1216	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0007108	Demyelinating peripheral neuropathy
1219	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0007266	Cerebral dysmyelination
57	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001251	Ataxia
1186	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0000473	Torticollis
1193	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001336	Myoclonus
1198	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001433	Hepatosplenomegaly
1200	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001558	Decreased fetal movement
796	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0002804	Arthrogryposis multiplex congenita
1197	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001409	Portal hypertension
1203	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0002211	White forelock
1207	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0002595	Ileus
1208	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0002936	Distal sensory impairment
1204	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0002226	White eyebrow
1205	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0002227	White eyelashes
1225	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0012332	Abnormal autonomic nervous system physiology
789	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0002313	Spastic paraparesis
23	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0000639	Nystagmus
1202	609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	HP:0001761	Pes cavus
320	610333	Aicardi-Goutieres syndrome 4	HP:0001250	Seizure
235	610333	Aicardi-Goutieres syndrome 4	HP:0000007	Autosomal recessive inheritance
1227	610333	Aicardi-Goutieres syndrome 4	HP:0000238	Hydrocephalus
733	610333	Aicardi-Goutieres syndrome 4	HP:0003593	Infantile onset
832	610333	Aicardi-Goutieres syndrome 4	HP:0000369	Low-set ears
528	610333	Aicardi-Goutieres syndrome 4	HP:0001332	Dystonia
939	610333	Aicardi-Goutieres syndrome 4	HP:0002119	Ventriculomegaly
1249	610333	Aicardi-Goutieres syndrome 4	HP:0011968	Feeding difficulties
1247	610333	Aicardi-Goutieres syndrome 4	HP:0003819	Death in childhood
1260	610333	Aicardi-Goutieres syndrome 4	HP:0200149	CSF lymphocytic pleiocytosis
928	610333	Aicardi-Goutieres syndrome 4	HP:0002059	Cerebral atrophy
1199	610333	Aicardi-Goutieres syndrome 4	HP:0001433	Hepatosplenomegaly
860	610333	Aicardi-Goutieres syndrome 4	HP:0002910	Elevated hepatic transaminase
821	610333	Aicardi-Goutieres syndrome 4	HP:0011344	Severe global developmental delay
77	610333	Aicardi-Goutieres syndrome 4	HP:0001257	Spasticity
675	610333	Aicardi-Goutieres syndrome 4	HP:0001744	Splenomegaly
138	610333	Aicardi-Goutieres syndrome 4	HP:0002415	Leukodystrophy
699	610333	Aicardi-Goutieres syndrome 4	HP:0002240	Hepatomegaly
684	610333	Aicardi-Goutieres syndrome 4	HP:0002093	Respiratory insufficiency
1092	610333	Aicardi-Goutieres syndrome 4	HP:0000444	Convex nasal ridge
1242	610333	Aicardi-Goutieres syndrome 4	HP:0002514	Cerebral calcification
1234	610333	Aicardi-Goutieres syndrome 4	HP:0001511	Intrauterine growth retardation
1239	610333	Aicardi-Goutieres syndrome 4	HP:0001873	Thrombocytopenia
628	610333	Aicardi-Goutieres syndrome 4	HP:0001272	Cerebellar atrophy
1241	610333	Aicardi-Goutieres syndrome 4	HP:0001876	Pancytopenia
1229	610333	Aicardi-Goutieres syndrome 4	HP:0000253	Progressive microcephaly
236	610532	Leukodystrophy, hypomyelinating, 5	HP:0000007	Autosomal recessive inheritance
1078	610532	Leukodystrophy, hypomyelinating, 5	HP:0002650	Scoliosis
359	610532	Leukodystrophy, hypomyelinating, 5	HP:0001260	Dysarthria
183	610532	Leukodystrophy, hypomyelinating, 5	HP:0003487	Babinski sign
321	610532	Leukodystrophy, hypomyelinating, 5	HP:0001250	Seizure
1268	610532	Leukodystrophy, hypomyelinating, 5	HP:0030147	Truncal titubation
1261	610532	Leukodystrophy, hypomyelinating, 5	HP:0000519	Developmental cataract
1152	610532	Leukodystrophy, hypomyelinating, 5	HP:0002080	Intention tremor
481	610532	Leukodystrophy, hypomyelinating, 5	HP:0003828	Variable expressivity
1142	610532	Leukodystrophy, hypomyelinating, 5	HP:0001270	Motor delay
734	610532	Leukodystrophy, hypomyelinating, 5	HP:0003593	Infantile onset
812	610532	Leukodystrophy, hypomyelinating, 5	HP:0008936	Axial hypotonia
139	610532	Leukodystrophy, hypomyelinating, 5	HP:0002415	Leukodystrophy
1171	610532	Leukodystrophy, hypomyelinating, 5	HP:0003431	Decreased motor nerve conduction velocity
291	610532	Leukodystrophy, hypomyelinating, 5	HP:0001249	Intellectual disability
1267	610532	Leukodystrophy, hypomyelinating, 5	HP:0012762	Cerebral white matter atrophy
99	610532	Leukodystrophy, hypomyelinating, 5	HP:0001317	Abnormal cerebellum morphology
424	610532	Leukodystrophy, hypomyelinating, 5	HP:0001271	Polyneuropathy
1263	610532	Leukodystrophy, hypomyelinating, 5	HP:0006957	Loss of ability to walk
1265	610532	Leukodystrophy, hypomyelinating, 5	HP:0007210	Lower limb amyotrophy
386	610532	Leukodystrophy, hypomyelinating, 5	HP:0001263	Global developmental delay
1266	610532	Leukodystrophy, hypomyelinating, 5	HP:0007340	Lower limb muscle weakness
107	610532	Leukodystrophy, hypomyelinating, 5	HP:0001347	Hyperreflexia
1262	610532	Leukodystrophy, hypomyelinating, 5	HP:0003383	Onion bulb formation
1286	610678	Combined oxidative phosphorylation deficiency 4	HP:0002179	Opisthotonus
735	610678	Combined oxidative phosphorylation deficiency 4	HP:0003593	Infantile onset
570	610678	Combined oxidative phosphorylation deficiency 4	HP:0000252	Microcephaly
877	610678	Combined oxidative phosphorylation deficiency 4	HP:0002151	Increased serum lactate
24	610678	Combined oxidative phosphorylation deficiency 4	HP:0000639	Nystagmus
887	610678	Combined oxidative phosphorylation deficiency 4	HP:0003128	Lactic acidosis
855	610678	Combined oxidative phosphorylation deficiency 4	HP:0001319	Neonatal hypotonia
1276	610678	Combined oxidative phosphorylation deficiency 4	HP:0001942	Metabolic acidosis
716	610678	Combined oxidative phosphorylation deficiency 4	HP:0002878	Respiratory failure
237	610678	Combined oxidative phosphorylation deficiency 4	HP:0000007	Autosomal recessive inheritance
1270	610678	Combined oxidative phosphorylation deficiency 4	HP:0001298	Encephalopathy
1235	610678	Combined oxidative phosphorylation deficiency 4	HP:0001511	Intrauterine growth retardation
140	610678	Combined oxidative phosphorylation deficiency 4	HP:0002415	Leukodystrophy
670	610678	Combined oxidative phosphorylation deficiency 4	HP:0001522	Death in infancy
700	610678	Combined oxidative phosphorylation deficiency 4	HP:0002240	Hepatomegaly
465	610678	Combined oxidative phosphorylation deficiency 4	HP:0002376	Developmental regression
1283	610678	Combined oxidative phosphorylation deficiency 4	HP:0002126	Polymicrogyria
1281	610678	Combined oxidative phosphorylation deficiency 4	HP:0001987	Hyperammonemia
1288	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0000939	Osteoporosis
501	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0000648	Optic atrophy
58	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0001251	Ataxia
1302	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002301	Hemiplegia
1301	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002164	Nail dysplasia
1295	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0001903	Anemia
1290	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0001337	Tremor
1240	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0001873	Thrombocytopenia
703	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002352	Leukoencephalopathy
141	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002415	Leukodystrophy
614	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0000618	Blindness
1236	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0001511	Intrauterine growth retardation
1035	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0004322	Short stature
1289	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0000963	Thin skin
1287	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0000938	Osteopenia
1297	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002071	Abnormality of extrapyramidal motor function
1296	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002062	Morphological abnormality of the pyramidal tract
78	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0001257	Spasticity
1243	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002514	Cerebral calcification
804	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0007256	Abnormal pyramidal sign
1308	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002857	Genu valgum
1313	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0008070	Sparse hair
238	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0000007	Autosomal recessive inheritance
1312	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0007898	Exudative retinopathy
1311	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0007763	Retinal telangiectasia
1310	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0005528	Bone marrow hypocellularity
1309	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0004979	Metaphyseal sclerosis
418	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0001268	Mental deterioration
1307	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002756	Pathologic fracture
1306	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002745	Oral leukoplakia
322	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0001250	Seizure
1305	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002659	Increased susceptibility to fractures
1304	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002584	Intestinal bleeding
529	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0001332	Dystonia
736	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0003593	Infantile onset
198	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0003676	Progressive
1314	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0008897	Postnatal growth retardation
360	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0001260	Dysarthria
1079	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0002650	Scoliosis
1050	612199	Cerebroretinal microangiopathy with calcifications and cysts	HP:0100864	Short femoral neck
25	612233	Leukodystrophy, hypomyelinating, 4	HP:0000639	Nystagmus
1210	612233	Leukodystrophy, hypomyelinating, 4	HP:0003623	Neonatal onset
690	612233	Leukodystrophy, hypomyelinating, 4	HP:0002104	Apnea
323	612233	Leukodystrophy, hypomyelinating, 4	HP:0001250	Seizure
142	612233	Leukodystrophy, hypomyelinating, 4	HP:0002415	Leukodystrophy
760	612233	Leukodystrophy, hypomyelinating, 4	HP:0008872	Feeding difficulties in infancy
